dia,periodo,tipo_entrega,borda,refrigerante,valor_total,tempo
sexta,Pico,Buscar,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sexta,Pico,Buscar,"Borda Nao","Refri Sim","vl 30-34","tp 33-44"
sexta,Pico,Entrega,"Borda Nao","Refri Nao","vl 34-38","tp 33-44"
sexta,Pico,Entrega,"Borda Nao","Refri Sim","vl 30-34","tp 33-44"
sexta,Pico,Entrega,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sexta,Pico,Buscar,"Borda Nao","Refri Sim","vl 26-30","tp 44-55"
sexta,Final,Entrega,"Borda Nao","Refri Nao","vl 34-38","tp 22-33"
sexta,Final,Entrega,"Borda Nao","Refri Nao","vl 22-26","tp 33-44"
sexta,Final,Entrega,"Borda Nao","Refri Nao","vl 30-34","tp 33-44"
sábado,Final,Buscar,"Borda Nao","Refri Nao","vl 30-34","tp 22-33"
sábado,Inicio,Buscar,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sábado,Inicio,Entrega,"Borda Nao","Refri Nao","vl 22-26","tp 33-44"
sábado,Inicio,Buscar,"Borda Nao","Refri Nao","vl 18-22","tp 33-44"
sábado,Inicio,Buscar,"Borda Nao","Refri Nao","vl 34-38","tp 44-55"
sábado,Inicio,Entrega,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sábado,Inicio,Buscar,"Borda Sim","Refri Nao","vl 30-34","tp 44-55"
sábado,Inicio,Buscar,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sábado,Pico,buscar,"Borda Nao","Refri Nao","vl 18-22","tp 44-55"
sábado,Pico,Buscar,"Borda Nao","Refri Nao","vl 18-22","tp 44-55"
sábado,Pico,Buscar,"Borda Nao","Refri Nao","vl 22-26","tp 33-44"
sábado,Pico,Entrega,"Borda Nao","Refri Nao","vl 22-26","tp 44-55"
sábado,Pico,Buscar,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sábado,Pico,Entrega,"Borda Nao","Refri Nao","vl 22-26","tp 44-55"
sábado,Pico,Entrega,"Borda Nao","Refri Nao","vl 30-34","tp 10-22"
sábado,Pico,Buscar,"Borda Nao","Refri Sim","vl 34-38","tp 44-55"
sábado,Pico,Buscar,"Borda Sim","Refri Nao","vl 30-34","tp 33-44"
sábado,Pico,Entrega,"Borda Nao","Refri Nao","vl 30-34","tp 44-55"
sábado,Pico,Buscar,"Borda Nao","Refri Sim","vl 22-26","tp 44-55"
sábado,Pico,Buscar,"Borda Nao","Refri Nao","vl 22-26","tp 44-55"
